# Number of Traces
8257
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
589;5;175;1.2043716330045655e-01;5.9601892984090310e-01;7.1408155257115080e-01;1.9164989821128611e-01;4.5729983587881895e-01;7.9194868813508301e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
590;5;176;7.8668814246323021e-02;4.3538019334074363e-01;5.8588244316670868e-01;7.9172537837071233e-02;4.3516020936413091e-01;5.8669283809313388e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
591;5;185;-1.1066409745685001e-01;8.7424855105171617e-01;4.0274834789734437e-01;1.2110955187757908e-02;1.0541257747397579e+00;6.7989677893875977e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
592;5;186;-1.5129973508377298e-01;1.5147837609646202e+00;5.4975789851994161e-01;2.6316743249265762e-01;4.7117506818884292e-01;9.2238954798140427e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
593;5;194;-4.3913338382643191e-02;5.3019307192663490e-01;4.0274834789734432e-01;2.9687061329329045e-01;6.5699764163747232e-01;1.0450004359420282e+00
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
594;6;27;1.3997320216517958e-01;5.0254906450576786e-01;5.3925598392288709e-01;1.4022739610692758e-01;5.0338779158243696e-01;5.3902542491743743e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
595;6;30;1.5784271487579327e-01;6.4916963888343415e-01;9.1093173536952443e-01;2.0334165039969612e-01;6.8568256788880155e-01;3.6693441853799802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
596;6;31;1.2351960748524769e-01;5.0724400669108949e-01;8.1518082898166444e-01;1.4809750882065112e-01;5.8286940510327068e-01;7.6868057092960740e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
597;6;33;1.5619508340165678e-01;6.5072729694928344e-01;9.4337447999091906e-01;1.7928814067481935e-01;6.8090075000502881e-01;7.1877929682328467e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
598;6;41;1.8591286868728854e-01;6.2460277206990134e-01;3.6693441853799785e-01;2.0621896296909270e-01;7.6321033771282643e-01;6.6536862390274687e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
599;6;44;3.2371853514114241e-01;1.1075477138667627e+00;3.6693441853799807e-01;3.7977555458358819e-01;1.3350222190920342e+00;5.0419803005460950e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
600;6;46;1.7488281721760132e-01;7.1621913594473452e-01;9.4337447999091883e-01;2.5494050700122955e-01;9.3296315278830899e-01;6.6097204182746871e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
601;6;50;2.6402891660869510e-01;1.0286348652084201e+00;9.4337447999091895e-01;2.9987301324821752e-01;1.0917819707675025e+00;6.6695109078213577e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
602;6;54;1.5013484680596700e-01;4.9964949544354437e-01;3.6884640002378660e-01;1.5123635349268930e-01;5.0307767050245822e-01;3.6693441853799807e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
603;6;57;1.1595840146118604e-01;5.0940155498523565e-01;9.4198136352938000e-01;2.1579631676252711e-01;8.3810647558688889e-01;8.4825882221452320e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
604;6;58;1.3650881326642059e-01;5.0353760870559428e-01;5.9735337775739872e-01;1.6096959154826893e-01;6.1354501457452360e-01;7.0480667967075505e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
605;6;61;1.3244440165070881e-01;5.0469736606708893e-01;6.6551308189112268e-01;3.6065846135770518e-01;1.3404771758472522e+00;8.2478943205138433e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
606;6;62;2.4149474343901725e-01;9.3523290240319945e-01;8.7952241227719652e-01;2.6793085033381159e-01;9.1203775491104677e-01;3.6693441853799796e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
607;6;67;1.4909641192266068e-01;5.0599371732885290e-01;4.1302229165471349e-01;1.8465252040113420e-01;7.5045741407042987e-01;9.4337447999091883e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
608;6;69;1.1625471006113312e-01;5.0931700496605592e-01;9.3701230320424045e-01;3.2458862388617649e-01;1.2141694293295198e+00;8.2523326542539688e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
609;6;71;1.6218460555246814e-01;5.4424666918171627e-01;3.7932617389964601e-01;1.9368351110358112e-01;7.8210684759079829e-01;9.4337447999091872e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
610;6;73;1.3858707477066071e-01;5.1707360635293809e-01;6.2502081612038629e-01;2.3172782841667014e-01;7.8516295532870040e-01;3.6693441853799796e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
611;6;75;1.6804029345158705e-01;5.6196768579892942e-01;3.6693441853799791e-01;3.2422766008833109e-01;1.2185383140914656e+00;8.5016274799595704e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
612;6;76;2.6952833893490780e-01;1.0479077896359401e+00;9.4337447999091872e-01;3.8268621935809638e-01;1.3341916770066728e+00;4.5538652457223905e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
613;6;77;1.3752362486064784e-01;5.0324803783329741e-01;5.8033510683557210e-01;1.9108344014810244e-01;7.0151114104277612e-01;6.2706567211464559e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
614;6;85;1.3332961533848389e-01;5.0444477524018494e-01;6.5066815259788080e-01;1.7854391306062817e-01;7.2904957872928688e-01;9.4337447999091872e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
615;6;86;2.3490298692589476e-01;8.5848606035182518e-01;6.4214458488878112e-01;2.7805142972194269e-01;9.4750569138511165e-01;3.6693441853799802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
616;6;88;1.4363768746588751e-01;5.0150342390500791e-01;4.7780299699284695e-01;3.8670934936810220e-01;1.3330436991229078e+00;3.8791910810451047e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
617;6;90;1.4280976069041068e-01;5.0173966822852267e-01;4.9168723151347171e-01;1.8007848252553124e-01;6.3189038659300489e-01;4.8965679446477317e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
618;6;92;1.4535299377123723e-01;6.1273080173787131e-01;9.4337447999091872e-01;2.3608388468641062e-01;8.0042891206175093e-01;3.6693441853799807e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
619;6;95;1.3123858645824646e-01;5.0504143875910146e-01;6.8573446066104682e-01;1.4161452814412653e-01;5.4819714688477761e-01;7.1579219225170676e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
620;6;97;1.5281691805764466e-01;5.7979518740132052e-01;6.8189233386474868e-01;2.4968495479746136e-01;9.7836593229496549e-01;9.4337447999091883e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
621;6;99;1.3695460855928371e-01;5.0341040348587140e-01;5.8987744319695434e-01;3.1835336720748469e-01;1.1657387492583300e+00;7.0762358267397329e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
622;6;101;2.6935071587054499e-01;1.0472853031831850e+00;9.4337447999091872e-01;2.8114745220923870e-01;1.0688473276764900e+00;8.5584946621682190e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
623;6;106;2.1303211496077806e-01;8.4991472954602620e-01;9.4337447999091872e-01;2.1934095845337348e-01;7.7748642895187248e-01;5.2505287207460338e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
624;6;111;1.2246713453295408e-01;5.0754432402348648e-01;8.3283067644292519e-01;1.5070849985255216e-01;6.2761383493940159e-01;9.2618135105125221e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
625;6;114;2.1412044797279403e-01;8.2461743991768621e-01;8.1455917854056559e-01;2.7284353752984181e-01;9.2925444485570508e-01;3.6693441853799796e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
626;6;116;1.6484379663991097e-01;5.5076544712185938e-01;3.6693441853799802e-01;1.9155252563658848e-01;6.9729706351021159e-01;6.0114452665388274e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
627;6;118;1.8221544256548999e-01;6.1164500850951686e-01;3.6693441853799807e-01;2.0795003886076452e-01;7.1339366399155035e-01;4.1809006468203569e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
628;6;120;1.4466537631795984e-01;5.0121017857844896e-01;4.6056877597350132e-01;2.0180917537586904e-01;7.1067084866737118e-01;5.0126980851777303e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
629;6;122;1.7036025887925757e-01;5.7009808854120170e-01;3.6693441853799791e-01;2.6872354723359004e-01;9.4533430551247133e-01;5.0197611593457669e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
630;6;123;1.4561411048789275e-01;6.1364589471461484e-01;9.4337447999091895e-01;1.9162511202192564e-01;6.4462153541806544e-01;3.6693441853799802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
631;6;129;3.0908068024541890e-01;1.0562488220101391e+00;3.6693441853799807e-01;3.3557167716125630e-01;1.1842752550967584e+00;5.2263717620978611e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
632;6;130;1.2008909067580928e-01;5.0934616116765563e-01;8.7768058526910409e-01;1.7329644895885263e-01;6.8447650861864340e-01;8.2751642081751875e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
633;6;133;2.0489463410166772e-01;7.9053253584242322e-01;8.0680361278984203e-01;3.6980640210374904e-01;1.2690643103940247e+00;3.6693441853799796e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
634;6;134;1.3035040624901653e-01;5.0529487606648582e-01;7.0062913816972239e-01;1.6244789129491061e-01;6.0502873907120180e-01;6.4419854723182401e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
635;6;135;1.4081937096070754e-01;5.0230761492278586e-01;5.2506583287434994e-01;2.3998476007795982e-01;8.7304811944307936e-01;6.2777602157278134e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
636;6;138;1.3445504376638578e-01;5.0412364046656855e-01;6.3179485040256689e-01;1.6229102593417807e-01;6.7209074801282420e-01;9.4337447999091883e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
637;6;139;1.3406980767708326e-01;5.0423356545269804e-01;6.3825521425129383e-01;1.7405196372506684e-01;6.6882015958404661e-01;7.4652251628427235e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
638;6;141;3.4778189206534199e-01;1.2164826262158015e+00;4.7580494845789861e-01;3.6038065391957702e-01;1.2360314350026402e+00;3.6693441853799802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
639;6;142;1.2984985454964454e-01;5.0543770572377633e-01;7.0902333121870786e-01;1.5086135891931007e-01;6.3203506660801545e-01;9.4337447999091883e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
640;6;145;1.3471505030920136e-01;5.0404944903849025e-01;6.2743457130026359e-01;1.7698069105021019e-01;6.1456698107977603e-01;4.6104053047933341e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
641;6;146;1.5789277848229255e-01;6.0281866950468876e-01;7.0505649945738802e-01;1.7714288339212211e-01;5.9386804143854655e-01;3.6693441853799791e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
642;6;148;1.2680240247848654e-01;5.0630727930723540e-01;7.6012874355659588e-01;2.4173887911764724e-01;9.1303771401146383e-01;7.7752481716556676e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
643;6;149;1.7697548862835727e-01;6.9075497968708066e-01;7.9824627345019650e-01;2.8726443468549001e-01;9.7979300046600770e-01;3.6693441853799785e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
644;6;150;1.3637909141704802e-01;5.0357462411741283e-01;5.9952879789416369e-01;1.6489359813422722e-01;5.7485861568478358e-01;4.7277224612099200e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
645;6;154;1.5338937056535071e-01;5.6503450178949188e-01;6.0770045349982782e-01;3.3635042095250517e-01;1.1518166145218458e+00;3.6693441853799802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
646;6;161;1.3313505476756385e-01;5.2952224167169371e-01;7.6465079578172224e-01;2.3394902627786066e-01;7.9294722356233771e-01;3.6693441853799791e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
647;6;162;2.4472204240052212e-01;9.6097322631733895e-01;9.4337447999091883e-01;2.4688514526216168e-01;8.8463485080558957e-01;5.7204021267767058e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
648;6;163;1.8887839554419716e-01;6.3499556818751490e-01;3.6693441853799791e-01;2.4337001834366220e-01;8.8048372892818927e-01;6.0818185220550991e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
649;6;164;1.4916639207981341e-01;4.9992583864008405e-01;3.8508727172741802e-01;1.5532242344225955e-01;5.1739745041248042e-01;3.6693441853799796e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
650;6;170;1.5981725373016467e-01;5.3314974571091811e-01;3.6693441853799807e-01;2.0854382567463081e-01;8.3418535742480249e-01;9.4337447999091883e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
651;6;171;1.1694753113314256e-01;5.0911931230733098e-01;9.2539377541949652e-01;1.6476941477145057e-01;6.5675842313721466e-01;8.3709729968596114e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
652;6;173;1.1828669368001248e-01;5.1787597422183396e-01;9.4337447999091906e-01;2.0912617368148026e-01;7.8627904306783836e-01;7.2236271009281749e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
653;6;175;1.2772926340392540e-01;5.0604280467154505e-01;7.4458539499248255e-01;1.5565153250959818e-01;6.0077638387662036e-01;7.3077514927454112e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
654;6;176;1.4094551700878041e-01;5.0227161984607827e-01;5.2295037850426329e-01;1.6153730992807808e-01;5.5696877728036487e-01;4.4565814297787543e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
655;6;179;2.0500640371115941e-01;7.9257067915593682e-01;8.1408897411113434e-01;2.7418930486449250e-01;1.0583885369710710e+00;9.1747204421731599e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
656;6;180;1.4696873048866510e-01;5.0055292921293704e-01;4.2194179779452901e-01;2.5164941654111361e-01;8.9382329520068671e-01;5.3881746941931663e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
657;6;183;1.6942179972953625e-01;5.6680922451185001e-01;3.6693441853799807e-01;1.8615665423398048e-01;6.5369906723101379e-01;4.9190247220412059e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
658;6;184;1.4201843912623227e-01;5.0559557523867138e-01;5.2102050263851407e-01;1.6307365952865757e-01;5.4456193759888216e-01;3.6693441853799802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
659;6;185;3.3782651102859712e-01;1.1569896255759589e+00;3.6693441853799791e-01;3.5224798341276164e-01;1.2782575863196255e+00;6.7989677893875977e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
660;6;186;1.1633725973282096e-01;5.0929344987408121e-01;9.3562795493183071e-01;3.6671757347063372e-01;1.2972251629549536e+00;5.3944293219558459e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
661;6;191;2.7492151917469293e-01;9.3653680667980077e-01;3.6693441853799791e-01;2.7588487029120240e-01;9.5184630239086732e-01;4.1973863056033645e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
662;6;193;1.7974551876015721e-01;6.1804285109385748e-01;4.3354604576235728e-01;2.0135622820151067e-01;6.7872458399293634e-01;3.6693441853799791e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
663;6;194;1.5090940693402788e-01;6.3220345261323885e-01;9.4337447999091883e-01;1.6022779502743495e-01;5.3458850253433055e-01;3.6693441853799802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
664;6;196;2.5058660799544535e-01;8.7869561390400530e-01;4.8836008195795833e-01;2.5332088515495504e-01;8.8482327593018784e-01;4.7307329458765718e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
665;7;8;7.5486159262265062e-01;4.8688551715729445e-01;-2.5249550396117115e-01;9.5613847074896130e-01;4.3561399054730422e-02;-1.2072724993818025e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
666;7;9;3.0702266919654914e-01;7.4228781684871925e-01;1.5850661571844349e-01;6.8910399626430574e-01;3.8132810195123495e-01;-5.4333552152713516e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
667;7;10;3.8295011287835262e-01;6.0714026222461615e-01;1.7730288931006055e-01;4.0108295962403051e-01;3.9430159811790350e-01;3.5573383782599272e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
668;7;12;5.9335883167780723e-01;1.6527518292844740e-01;2.9426797998922222e-01;7.4967915610240610e-01;1.4134239306473959e-01;8.7980488365449500e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
669;7;16;6.5128002839095089e-01;1.3256986809753464e-02;3.5573383782599277e-01;6.6497249116238899e-01;3.0217674161220191e-03;3.4550508567332677e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
670;7;17;8.3151216834500685e-01;-4.1503195692096512e-02;1.4406153891500531e-01;8.5309963071083483e-01;8.8917233909238058e-02;-1.3248282786203155e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
671;7;18;5.7065804730223813e-01;2.4677909926748143e-01;2.4905773832315878e-01;9.5290913291228330e-01;3.8207063397150950e-02;-1.1083138015633839e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
672;7;21;2.9078849417589342e-02;9.6085564400362855e-01;3.5573383782599260e-01;2.1453272640965673e-01;9.0860806491867740e-01;1.3398008543537912e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
673;7;22;6.2873696399192858e-01;5.0832996636323326e-02;3.5260934781750486e-01;9.3434611812255097e-01;2.3083874593353282e-01;-2.6916518765364056e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
674;7;23;3.5501361865190734e-01;4.9002620991697787e-01;3.3110912928461178e-01;4.0671280571816398e-01;3.8572746682517378e-01;3.5573383782599266e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
675;7;24;3.7923938539674307e-01;4.8103341329370630e-01;3.0422975382430129e-01;7.1328998058508786e-01;5.0778965610062921e-01;-2.1164204070808354e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
676;7;25;6.2340137690611364e-01;2.5192443947686660e-01;1.6671958862323086e-01;7.1205883952798465e-01;5.8053702567000565e-01;-2.7991564515990824e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
677;7;26;6.8148278330996870e-01;-3.2741142046319539e-02;3.5573383782599255e-01;7.7784244847963868e-01;-7.6743181230161633e-02;2.5674995423896269e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
678;7;28;4.6480607656977002e-01;2.9725269803445309e-01;3.5573383782599266e-01;7.4077908443941520e-01;1.6063751639102608e-01;8.2450472044312301e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
679;7;30;2.0972352265031857e-01;6.8573779535697854e-01;3.5573383782599272e-01;3.6544152786394696e-01;6.8342273049147173e-01;1.2950498735934898e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
680;7;32;2.7141586574879756e-01;5.9178171900282961e-01;3.5573383782599266e-01;3.2705141335662857e-01;6.4228550173135779e-01;2.2545719099264977e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
681;7;34;5.6442113719000675e-01;1.4554116023927280e-01;3.5573383782599266e-01;7.3618871108830686e-01;1.0256141363308673e-01;1.4513171506855502e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
682;7;36;4.2356228461530832e-01;3.6006608250620548e-01;3.5573383782599266e-01;8.5233951242845873e-01;8.6506798009442307e-03;6.5190233313042953e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
683;7;40;3.2073293892150256e-01;6.7973198336833041e-01;1.9865384806344283e-01;7.5134705841227245e-01;-9.4140275255276615e-02;3.1238138901394230e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
684;7;44;1.8831746127803736e-02;9.7646175605495833e-01;3.5573383782599249e-01;3.0066741446389217e-01;7.6561662361056837e-01;1.4535723907434447e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
685;7;47;3.5670218030497586e-01;1.2084830504485589e+00;-3.6348051362483058e-01;8.4975839786913776e-01;-2.9522569257534045e-02;1.0575057519338713e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
686;7;51;4.7617816024193310e-01;9.6236402651105935e-01;-3.0167339347046923e-01;8.1189285030992975e-01;-5.3343429497525699e-02;1.8425176143966956e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
687;7;53;3.5517719444754275e-01;6.8937185123426281e-01;1.3883315275698055e-01;3.5979225035982854e-01;4.5718643661644287e-01;3.5573383782599244e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
688;7;54;9.6150169557985499e-02;8.5870750438401333e-01;3.5573383782599244e-01;4.1507824552347927e-01;7.0689353527031862e-01;3.4071148416427666e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
689;7;58;5.0282123630497766e-01;2.3935644914348850e-01;3.5573383782599277e-01;6.7695107843270108e-01;1.0360763350981256e-01;2.3103334464101527e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
690;7;59;1.5671473316893716e-01;1.0771696252518641e+00;5.6426066081133479e-02;5.8640930629883059e-01;7.5132380677387023e-01;-2.6009539880803056e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
691;7;60;7.9993315289050138e-01;-6.2238240531434473e-02;2.1036688237470391e-01;8.4683026402760031e-01;2.1407142179407121e-01;-1.2461529303956556e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
692;7;62;8.4339072426180481e-02;8.7669554452330112e-01;3.5573383782599238e-01;2.7245048480581840e-01;8.9606910144803475e-01;6.1086211965120943e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
693;7;63;7.2809519949761425e-01;6.8124804756881308e-01;-4.0046124503719055e-01;9.8584834020568579e-01;6.7990928745398971e-02;-1.8784932222386774e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
694;7;64;7.2738949707182954e-01;-1.0265605347207392e-01;3.5573383782599260e-01;7.4643711039026428e-01;-9.7364188063509383e-02;3.2269063346893656e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
695;7;66;4.7350178014047167e-01;6.4768784391687317e-01;5.3907754304711245e-03;6.6781369779084643e-01;4.1656495419928032e-02;3.0411859680395592e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
696;7;68;3.9218480623926394e-01;7.1495652747845118e-01;5.9891532407656725e-02;3.9393308591266191e-01;4.0519069790903206e-01;3.5573383782599255e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
697;7;70;5.1647829170542181e-01;2.1855705532035696e-01;3.5573383782599260e-01;9.9509291562713975e-01;1.3316131195335684e-01;-2.6419304447763203e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
698;7;72;6.1167397644945165e-01;7.3576129403539178e-02;3.5573383782599260e-01;9.6886055098333379e-01;4.8680897498494510e-02;-1.4432400931680059e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
699;7;73;1.8482819794601585e-01;7.2365282518563900e-01;3.5573383782599255e-01;2.6471384912141960e-01;1.0761335401045340e+00;-1.0102490845225233e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
700;7;74;4.1608777212201320e-01;9.9116201440622076e-01;-2.4125481795341935e-01;4.8671078090593561e-01;2.9543374667091832e-01;3.2534897661125778e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
701;7;75;2.4682698811083917e-01;6.2923003671588773e-01;3.5573383782599272e-01;2.7573235565789361e-01;6.2173475206625028e-01;3.2054626468917891e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
702;7;79;5.9889668810395524e-01;9.3035657427495949e-02;3.5573383782599266e-01;6.7096932536101561e-01;1.0199472714433074e-01;2.4136313598208275e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
703;7;82;4.7203625567937618e-01;2.8624129489497546e-01;3.5573383782599255e-01;5.5738809169689363e-01;3.4099363820234369e-01;1.7776666990206647e-01
