# Number of Traces
8257
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
704;7;84;3.4378645556944920e-01;4.8156290866959789e-01;3.5573383782599260e-01;5.2946390072388705e-01;9.2616024890065940e-01;-3.4497441330425338e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
705;7;87;3.6916936628494312e-01;4.4942357712663167e-01;3.4945457065228497e-01;5.7393689856398178e-01;8.3631291020127974e-01;-3.2366942094124473e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
706;7;88;1.5678958922270142e-01;7.6700459447871538e-01;3.5510806973607500e-01;1.5691223205200944e-01;7.6616822484958425e-01;3.5573383782599272e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
707;7;89;2.7735719101466444e-01;6.9922218248671475e-01;2.4351631175960611e-01;3.2466889636621832e-01;5.1067852921486445e-01;3.5573383782599260e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
708;7;91;5.4859880143096384e-01;1.6963822823853128e-01;3.5573383782599277e-01;5.5027909224412941e-01;1.7199992581637211e-01;3.5099352940144118e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
709;7;93;6.0154226371804953e-01;1.7918176589915752e-01;2.6886514353338847e-01;7.3952950573331322e-01;-1.0189977887382574e-01;3.3719428700819143e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
710;7;95;4.8967862263824768e-01;2.5937235956519544e-01;3.5573383782599266e-01;7.8794350385576895e-01;7.4323479298161355e-02;9.6403049280637129e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
711;7;103;8.6065214806560875e-01;-2.2369642051244414e-02;8.2877352645276417e-02;9.2500786257312062e-01;3.8653736649968198e-02;-7.0326799902080933e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
712;7;104;1.4055119496843715e-01;1.0665565113049600e+00;9.0364076385858999e-02;6.9739619054807256e-01;-4.7339806879624073e-02;3.4645011033831680e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
713;7;105;5.2835909184811469e-01;6.1565341326934386e-01;-4.4232412809902651e-02;7.6336736847407138e-01;-8.6247639448653005e-02;2.8714276850381687e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
714;7;108;4.6259362088089406e-01;3.0062221919694793e-01;3.5573383782599260e-01;5.3548226977973046e-01;4.6968382163128941e-01;8.5934082472645987e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
715;7;110;3.5845549057998760e-01;4.5922229224509642e-01;3.5573383782599266e-01;5.5777908850945357e-01;4.5597440728169414e-01;6.6428398016465523e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
716;7;112;1.4853731706576237e-01;7.7892303545308594e-01;3.5573383782599238e-01;2.1744343975108721e-01;8.3546046771741678e-01;2.0017508593518757e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
717;7;114;9.4714219295955027e-02;8.6089442492688761e-01;3.5573383782599266e-01;1.4823120878904342e-01;9.0385676751855948e-01;2.3583030640014319e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
718;7;116;3.0590341989025488e-01;5.3925793554059165e-01;3.5573383782599266e-01;9.6220420532012996e-01;1.4911421491273005e-01;-2.3130887007870288e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
719;7;119;5.1056467556665519e-01;3.4773805187571827e-01;2.3996574148917230e-01;9.0495217487582080e-01;1.6431680080712296e-01;-1.6195766016210397e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
720;7;121;7.6230263959873057e-01;-2.4935611135088635e-02;2.2964104275530967e-01;8.0776316545918114e-01;1.0400422763477355e-02;1.2890408052014429e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
721;7;123;2.2841958876278043e-01;6.5726409948226339e-01;3.5573383782599266e-01;2.4587795376087868e-01;6.6398474364224513e-01;3.2364588418323764e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
722;7;124;6.2930341982169469e-01;4.6726876410837552e-02;3.5573383782599277e-01;6.3043838500849947e-01;4.8146760796404543e-02;3.5270087319767696e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
723;7;128;5.8781542778579804e-02;1.0128658759177873e+00;2.6205292719374385e-01;7.8503061533124308e-01;1.5630067259474587e-01;2.1705409647201749e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
724;7;129;7.9697105809915958e-02;1.0129851544350841e+00;2.3125210942301849e-01;9.8472878540109277e-01;2.1887578513756842e-01;-3.3155896187247830e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
725;7;131;8.9416241963406629e-01;2.7783313266765708e-01;-2.5548154271591877e-01;9.6721546368742350e-01;4.7600719463987050e-02;-1.4086987762185613e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
726;7;137;6.7440203976789903e-01;-2.1957325976619285e-02;3.5573383782599249e-01;7.4027237127585477e-01;-4.4850430408379278e-02;2.8114695473125678e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
727;7;143;3.7452378869072733e-01;9.4502525799710335e-01;-1.3582992263742272e-01;4.0609273729866396e-01;3.8667181733678135e-01;3.5573383782599266e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
728;7;155;4.5972596472912303e-01;9.1946746617315422e-01;-2.3621221500723882e-01;5.0081517118083052e-01;4.4552727942267278e-01;1.6006609176667275e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
729;7;158;8.0904438462200287e-02;1.0273919536746041e+00;2.1560226445098785e-01;4.2163949429362940e-01;4.8987802398493474e-01;2.3350285989968342e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
730;7;159;7.8180121957918597e-02;8.8607549009505060e-01;3.5573383782599255e-01;5.2994444730180479e-01;8.5654146863490299e-01;-2.7861345637842511e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
731;7;163;2.4260460234021974e-01;6.3566063701303854e-01;3.5573383782599272e-01;4.8251993421052219e-01;4.8584524832203108e-01;1.4806805762749595e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
732;7;164;2.4079175219862353e-01;6.3842156775043235e-01;3.5573383782599272e-01;2.5371778507238457e-01;6.9100939895246349e-01;2.8611009988088737e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
733;7;165;1.7920849004537737e-01;8.9283612727113104e-01;2.0099904730321141e-01;2.6689887233339132e-01;5.9866100023796787e-01;3.5573383782599260e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
734;7;168;6.7016173436421156e-01;-1.5499434473976195e-02;3.5573383782599266e-01;7.3146516921661453e-01;-1.0719488946757287e-01;3.5412668958054538e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
735;7;170;1.4536482138071818e-01;8.0707525210796416e-01;3.3326838633454359e-01;1.4887217139609354e-01;7.7841305970167241e-01;3.5573383782599272e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
736;7;172;6.9120483812153999e-01;-4.7547616858551099e-02;3.5573383782599272e-01;7.4699596953892111e-01;2.1588764435394606e-01;2.0105271235141279e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
737;7;177;4.5538986225798833e-01;3.1159338451855279e-01;3.5573383782599277e-01;8.9215223992381443e-01;1.8026163438424153e-01;-1.5853861776290396e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
738;7;182;5.4179950586680692e-01;1.7999340525232327e-01;3.5573383782599266e-01;6.4011449421161803e-01;1.7935914582440179e-01;2.1210367511661454e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
739;7;183;1.3635877349050612e-01;8.1852131608915424e-01;3.3545509945028279e-01;1.4400896795123677e-01;7.8581961116724586e-01;3.5573383782599249e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
740;7;184;2.6616371593812460e-01;5.9978062719549274e-01;3.5573383782599266e-01;5.3120242798833694e-01;8.5168159614901118e-01;-2.7577741181825688e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
741;7;189;3.4223823245100032e-01;4.8392081829377992e-01;3.5573383782599255e-01;3.4225842775655185e-01;4.9176737765303946e-01;3.4814536872686452e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
742;7;191;2.1942680801657610e-01;8.6977357121946031e-01;1.6421031821858503e-01;6.1642990657825891e-01;7.8673164728627865e-01;-3.3824911011423481e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
743;7;192;2.1119224863337593e-01;1.1129400161153229e+00;-5.7958449132917048e-02;6.4841761618691285e-01;4.0954458152165651e-01;-2.1823051955527098e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
744;7;193;2.0385198485571795e-01;6.9468001777289712e-01;3.5573383782599266e-01;3.1003642670037262e-01;7.9028568571348656e-01;1.0784716072468947e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
745;7;194;3.0532528271887766e-01;5.4013842568716253e-01;3.5573383782599255e-01;3.3347322738763957e-01;5.3534335153872159e-01;3.1905630624200981e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
746;7;195;5.5024505015187430e-01;1.6713102778623365e-01;3.5573383782599272e-01;6.7702724235178813e-01;2.2496793603155918e-01;1.1401136725707414e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
747;7;196;4.7065552417083184e-01;8.4800863725945708e-01;-1.8340877247857862e-01;5.0718115049113288e-01;2.3271639610614395e-01;3.5573383782599266e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
748;7;197;4.2141840827035243e-01;4.9537014999867124e-01;2.2853648304043431e-01;4.5722350641909276e-01;3.0880078494858521e-01;3.5573383782599255e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
749;7;198;5.2340049290881974e-01;2.0801469573179310e-01;3.5573383782599277e-01;9.7672352983883415e-01;5.3843794973067502e-02;-1.6083362831937412e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
750;7;199;5.8307476490800003e-01;6.5771203504602860e-01;-1.6502398949701333e-01;8.8241888158623460e-01;-8.0774233401733151e-03;3.7174511017423334e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
751;8;18;9.6330928853563891e-01;4.4607359239819296e-02;-1.1366352931094044e-01;1.0999433694925131e+00;5.4374898043695097e-01;8.8350954244757973e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
752;8;19;1.1406771615167244e+00;1.0082758945715784e+00;1.9299547775080836e-01;1.1547479433196266e+00;1.0604607552424368e+00;2.1390932377206406e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
753;8;22;8.4143487323997967e-01;2.6830337180063786e-02;-2.3371773328976442e-01;1.0538609026804102e+00;8.8911025481945027e-01;9.2491851989349977e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
754;8;23;9.9746845683014207e-01;6.8021337801055215e-01;8.7088757096088591e-03;1.2471195389255101e+00;8.6004900058586672e-02;1.6590797557734122e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
755;8;24;7.7350071176125734e-01;6.4947683567622427e-01;-2.1164204070808371e-01;8.9019565382031129e-01;1.2047489128316606e+00;-2.0962633530792890e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
756;8;25;7.2897269344703564e-01;6.6437274978098992e-01;-2.5249550396117182e-01;8.3623565389190546e-01;1.1968781213554955e+00;-7.4116733366978368e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
757;8;26;1.1325497654778680e+00;3.5883751364479521e-01;9.3785742226410354e-02;1.2076057154269932e+00;1.0613612952013549e+00;2.6501962166902671e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
758;8;30;1.1366267421198657e+00;5.8477019206268988e-01;1.2950498735934898e-01;1.3044331303054340e+00;5.5107723269315689e-01;2.8662116598560655e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
759;8;36;1.1585437611447926e+00;7.3084931977116060e-02;7.8655089338074677e-02;1.2443954900582512e+00;2.3685228421572233e-01;1.8450346980234411e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
760;8;51;6.6248681045842217e-01;1.1201818322817478e+00;-2.5249550396117171e-01;1.1916877853179848e+00;5.9641285498797836e-01;1.8425176143966945e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
761;8;63;7.1622062151564825e-01;7.5179747734345193e-01;-2.5249550396117182e-01;9.9565734689020813e-01;7.1763049749390392e-02;-7.8641855745222200e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
762;8;70;7.9154121189901128e-01;2.3542005024459023e-01;-2.5249550396117165e-01;1.0345330329499340e+00;5.4996299958506835e-02;-4.3503521410134909e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
763;8;72;9.5286160546960286e-01;4.3083424196621832e-02;-1.2395517477954156e-01;1.0303431745882752e+00;1.1662919197054895e+00;1.0880511586574779e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
764;8;74;6.8571325137202244e-01;1.0408436274078174e+00;-2.4125481795341935e-01;1.3124623561694131e+00;4.9603104980831059e-01;2.8662116598560655e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
765;8;84;6.8323618357192251e-01;9.7792978874717906e-01;-2.5249550396117137e-01;1.2297688868959895e+00;1.0629549239302671e+00;2.8662116598560605e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
766;8;101;1.1312700397461031e+00;5.9374924320379774e-01;1.2560149392107381e-01;1.3323045113649474e+00;3.5999864491322769e-01;2.8662116598560639e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
767;8;116;8.2546497294702859e-01;1.5343720609268480e-01;-2.3130887007870285e-01;1.2814036488717506e+00;4.4122619028405224e-01;2.4895312182255822e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
768;8;117;8.7466895841254066e-01;3.3384168270214254e-01;-1.5846811447534487e-01;1.1539428825996529e+00;1.2432199922032861e+00;2.3884549376081363e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
769;8;119;8.5009324879640003e-01;8.2592639218867114e-02;-2.1752107050493555e-01;9.0222483374662232e-01;1.6960919518900083e-01;-1.5499541309124545e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
770;8;131;8.3343934808084996e-01;8.7896946725655800e-01;-1.2154096159649762e-01;9.8056219483269746e-01;4.7123927586782584e-02;-9.6668297565295741e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
771;8;136;1.0752094342382628e+00;5.4115982663104922e-01;6.4129735454854828e-02;1.2905645376116142e+00;9.2341937230459956e-02;2.0870411717497014e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
772;8;140;1.1731261364637127e+00;1.2460181276962188e+00;2.5774224306448312e-01;1.2411625410224336e+00;8.5135991823203486e-02;1.6003994626518050e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
773;8;141;6.7402804069316713e-01;1.0410583051845734e+00;-2.5249550396117137e-01;1.0035549238256314e+00;5.4326855386183814e-01;-4.6874481720806547e-03
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
774;8;144;8.5885858208431620e-01;1.7437250586563649e-01;-1.9615387431615178e-01;9.1159793861331118e-01;3.7064563599907077e-02;-1.6460256304115228e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
775;8;149;8.1085906474042679e-01;1.0903931790454142e+00;-1.1357508215002896e-01;1.0414607377299199e+00;8.2027080189721968e-01;7.0846227037096338e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
776;8;152;1.2857859178818600e+00;2.4222931124654007e-01;2.2518282390237326e-01;1.3353908692477643e+00;9.8880460384975916e-02;2.5286096132321451e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
777;8;155;6.9103989461210691e-01;1.0401671544339841e+00;-2.3621221500723882e-01;8.5300568389436282e-01;9.4595841365499578e-01;-9.3243606651995020e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
778;8;157;1.0535346110451316e+00;4.2152220807729290e-01;2.6391428696499145e-02;1.0930480744192341e+00;6.5179815267844843e-01;9.6901753669399918e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
779;8;172;1.0344045501104007e+00;5.0799227893823873e-01;2.0105271235141289e-02;1.1301025026833142e+00;5.4517582137249654e-01;1.1764148265102665e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
780;8;177;8.9741526062268273e-01;1.7739811840696440e-01;-1.5853861776290396e-01;1.0614142682990582e+00;5.8917289549600141e-02;-1.7023761043879950e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
781;8;182;1.1906913671691355e+00;8.0120835156644354e-01;2.1210367511661454e-01;1.2497648339602154e+00;9.2586816392379301e-01;2.8662116598560677e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
782;8;184;6.9030026230605990e-01;9.2950039138064655e-01;-2.5249550396117110e-01;1.2234640180063656e+00;1.1061793856458362e+00;2.8662116598560655e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
783;8;190;1.1905000307944265e+00;7.9790061098495424e-01;2.1145375168844371e-01;1.2814546206123574e+00;7.0861162871268102e-01;2.8662116598560650e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
784;8;191;7.0552948167634100e-01;8.2509301651642919e-01;-2.5249550396117121e-01;1.2300869193477839e+00;1.0607745801709354e+00;2.8662116598560666e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
785;8;198;8.1869683461551479e-01;5.2886724789994656e-02;-2.5198363727855388e-01;1.3153111744834145e+00;9.5951566934180318e-02;2.3308115958858761e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
786;9;10;6.7526878348176089e-01;6.1516505036447322e-01;1.7730288931006052e-01;9.4130035049063654e-01;5.6079476328222844e-01;2.2888549401224553e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
787;9;11;1.4749976999494108e+00;7.6509979585860910e-01;6.5023695895702482e-01;1.7258389888634849e+00;4.3123100878096049e-01;4.1222235215179587e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
788;9;12;1.1130543333751408e+00;3.5394559257051245e-01;8.7980488365449444e-02;1.3575967880939461e+00;8.1153574966095376e-01;6.5023695895702482e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
789;9;14;8.0180964600804849e-01;1.0313679949642227e+00;6.5023695895702494e-01;1.0173483438655759e+00;6.8469601980665018e-01;3.8507233474214053e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
790;9;17;9.6704739907441428e-01;3.1189722441580509e-01;-1.3248282786203094e-02;1.1963495899175720e+00;5.6508878418533637e-01;3.3556678031779347e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
791;9;18;8.9457568413692834e-01;5.9916323714453812e-01;2.4905773832315878e-01;1.0477930951165049e+00;2.3945466876861107e-01;-5.4333552152713530e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
792;9;19;1.0122931626795189e+00;4.9733166870614465e-01;1.9299547775080836e-01;1.1343803391201339e+00;8.9982525737135632e-01;6.5023695895702516e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
793;9;22;8.8190797368015705e-01;3.0506773525823094e-01;-5.4333552152713523e-02;8.8381500839887217e-01;7.0550842279874437e-01;3.5260934781750480e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
794;9;23;5.2616269660455395e-01;6.8214095183084933e-01;1.8541699762821862e-01;1.5960365399644667e+00;1.0306017101413621e-01;2.7273076223861319e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
795;9;24;4.9288808938205553e-01;9.4218121885090600e-01;4.3583308811261062e-01;5.7956411182108480e-01;4.2465475873037323e-01;-5.4333552152713516e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
796;9;26;7.6114459688263414e-01;1.0474523703980572e+00;6.5023695895702482e-01;1.1302462668024424e+00;3.5286886960509184e-01;9.3785742226410354e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
797;9;30;3.9222117887524766e-01;6.7999698982416557e-01;1.2950498735934898e-01;1.3153857476438715e+00;5.4382893995065229e-01;3.6175964836384483e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
798;9;32;4.1975133758554045e-01;7.6370481359880593e-01;2.2545719099264977e-01;6.2255278388832302e-01;1.1022700283180411e+00;6.5023695895702471e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
799;9;38;8.7080271474253990e-01;1.0040789483818500e+00;6.5023695895702482e-01;1.3065272537514512e+00;7.0377334451803908e-01;5.2044154758771743e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
800;9;42;4.5770401453744031e-01;1.1232453700827278e+00;6.0537549436301175e-01;1.2549719514927300e+00;6.7140226003556813e-01;4.6692269759121580e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
801;9;46;3.9492319896169298e-01;9.6452083893612572e-01;4.1918925748507319e-01;3.9580644475467480e-01;9.6352324091993280e-01;4.1853172506897734e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
802;9;47;6.8241588753977334e-01;3.8397347073797661e-01;-5.4333552152713530e-02;9.7685475754398499e-01;6.6887863336288345e-01;3.5278230747569445e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
803;9;49;4.7911967351314239e-01;9.4131840986666349e-01;4.2943402975711054e-01;8.6874371054320432e-01;3.5388462758556716e-01;-1.0098762504410335e-02
